obsplantdate;obsplantlib;obsplantval;varcyclecode
12/07/2013;nbtv;0;SYP1-0-2-AAA-R570
25/07/2013;nbtv;0;SYP1-0-2-AAA-R570
13/08/2013;nbtv;2.44;SYP1-0-2-AAA-R570
27/08/2013;htvdx;12;SYP1-0-2-AAA-R570
27/08/2013;humaer;86.26;SYP1-0-2-AAA-R570
27/08/2013;mfa;1.31;SYP1-0-2-AAA-R570
27/08/2013;msa;0.18;SYP1-0-2-AAA-R570
27/08/2013;nbtv;2.88;SYP1-0-2-AAA-R570
27/08/2013;pcihaer;50.21;SYP1-0-2-AAA-R570
10/09/2013;nbtv;2.88;SYP1-0-2-AAA-R570
07/10/2013;nbtv;4.44;SYP1-0-2-AAA-R570
29/10/2013;htvdx;25;SYP1-0-2-AAA-R570
29/10/2013;humaer;85.85;SYP1-0-2-AAA-R570
29/10/2013;mfa;3.64;SYP1-0-2-AAA-R570
29/10/2013;msa;0.51;SYP1-0-2-AAA-R570
29/10/2013;nbtv;5.11;SYP1-0-2-AAA-R570
29/10/2013;pcihaer;129.7;SYP1-0-2-AAA-R570
16/12/2013;htvdx;82;SYP1-0-2-AAA-R570
16/12/2013;humaer;83.81;SYP1-0-2-AAA-R570
16/12/2013;mfa;33.95;SYP1-0-2-AAA-R570
16/12/2013;msa;5.49;SYP1-0-2-AAA-R570
16/12/2013;nbtv;12;SYP1-0-2-AAA-R570
16/12/2013;pcihaer;525.19;SYP1-0-2-AAA-R570
24/02/2014;cendaer;1.44;SYP1-0-2-AAA-R570
24/02/2014;humaer;78.7;SYP1-0-2-AAA-R570
24/02/2014;mfa;99.8;SYP1-0-2-AAA-R570
24/02/2014;msa;21.24;SYP1-0-2-AAA-R570
24/02/2014;nbtfl;0;SYP1-0-2-AAA-R570
24/02/2014;nbtv;8;SYP1-0-2-AAA-R570
23/06/2014;brixaer;12.44;SYP1-0-2-AAA-R570
23/06/2014;brixjaer;16.21;SYP1-0-2-AAA-R570
23/06/2014;cendaer;1.42;SYP1-0-2-AAA-R570
23/06/2014;fibraer;18.52;SYP1-0-2-AAA-R570
23/06/2014;humaer;69.09;SYP1-0-2-AAA-R570
23/06/2014;mfa;121.8;SYP1-0-2-AAA-R570
23/06/2014;msa;37.64;SYP1-0-2-AAA-R570
23/06/2014;nbtfl;0;SYP1-0-2-AAA-R570
23/06/2014;nbtv;6;SYP1-0-2-AAA-R570
23/06/2014;pcihaer;3555.29;SYP1-0-2-AAA-R570
23/06/2014;purjaer;82.76;SYP1-0-2-AAA-R570
23/06/2014;sucraer;10.3;SYP1-0-2-AAA-R570
18/08/2014;brixaer;14.22;SYP1-0-2-AAA-R570
18/08/2014;brixjaer;17.85;SYP1-0-2-AAA-R570
18/08/2014;fibraer;16.31;SYP1-0-2-AAA-R570
18/08/2014;humaer;67.16;SYP1-0-2-AAA-R570
18/08/2014;nbtfl;0;SYP1-0-2-AAA-R570
18/08/2014;nbtv;7.11;SYP1-0-2-AAA-R570
18/08/2014;pcihaer;3914.92;SYP1-0-2-AAA-R570
18/08/2014;purjaer;87.41;SYP1-0-2-AAA-R570
18/08/2014;sucraer;12.42;SYP1-0-2-AAA-R570
12/09/2014;brixaer;15.29;SYP1-0-2-AAA-R570
12/09/2014;fibraer;17.54;SYP1-0-2-AAA-R570
12/09/2014;humaer;67.47;SYP1-0-2-AAA-R570
12/09/2014;mfa;193.8;SYP1-0-2-AAA-R570
12/09/2014;msa;63.04;SYP1-0-2-AAA-R570
12/09/2014;pcihaer;3835.29;SYP1-0-2-AAA-R570
12/09/2014;sucraer;13.35;SYP1-0-2-AAA-R570
12/07/2013;nbtv;0;SYP1-0-2-AAA-R585
25/07/2013;nbtv;0;SYP1-0-2-AAA-R585
13/08/2013;nbtv;1.11;SYP1-0-2-AAA-R585
27/08/2013;htvdx;8;SYP1-0-2-AAA-R585
27/08/2013;humaer;88.03;SYP1-0-2-AAA-R585
27/08/2013;mfa;0.95;SYP1-0-2-AAA-R585
27/08/2013;msa;0.11;SYP1-0-2-AAA-R585
27/08/2013;nbtv;2.44;SYP1-0-2-AAA-R585
27/08/2013;pcihaer;0;SYP1-0-2-AAA-R585
10/09/2013;nbtv;3.55;SYP1-0-2-AAA-R585
07/10/2013;nbtv;4.44;SYP1-0-2-AAA-R585
29/10/2013;htvdx;25;SYP1-0-2-AAA-R585
29/10/2013;humaer;87.57;SYP1-0-2-AAA-R585
29/10/2013;mfa;4.71;SYP1-0-2-AAA-R585
29/10/2013;msa;0.58;SYP1-0-2-AAA-R585
29/10/2013;nbtv;6.44;SYP1-0-2-AAA-R585
29/10/2013;pcihaer;0;SYP1-0-2-AAA-R585
16/12/2013;htvdx;115;SYP1-0-2-AAA-R585
16/12/2013;humaer;83.93;SYP1-0-2-AAA-R585
16/12/2013;mfa;41.13;SYP1-0-2-AAA-R585
16/12/2013;msa;6.6;SYP1-0-2-AAA-R585
16/12/2013;nbtv;10;SYP1-0-2-AAA-R585
16/12/2013;pcihaer;502.73;SYP1-0-2-AAA-R585
24/02/2014;brixaer;6.81;SYP1-0-2-AAA-R585
24/02/2014;brixjaer;8.49;SYP1-0-2-AAA-R585
24/02/2014;cendaer;1.27;SYP1-0-2-AAA-R585
24/02/2014;fibraer;15.8;SYP1-0-2-AAA-R585
24/02/2014;humaer;77.67;SYP1-0-2-AAA-R585
24/02/2014;mfa;93.13;SYP1-0-2-AAA-R585
24/02/2014;msa;20.79;SYP1-0-2-AAA-R585
24/02/2014;nbtfl;0;SYP1-0-2-AAA-R585
24/02/2014;nbtv;8.44;SYP1-0-2-AAA-R585
24/02/2014;pcihaer;1915.05;SYP1-0-2-AAA-R585
24/02/2014;purjaer;54.78;SYP1-0-2-AAA-R585
24/02/2014;sucraer;3.73;SYP1-0-2-AAA-R585
23/06/2014;brixaer;13.17;SYP1-0-2-AAA-R585
23/06/2014;brixjaer;17.76;SYP1-0-2-AAA-R585
23/06/2014;cendaer;1.56;SYP1-0-2-AAA-R585
23/06/2014;fibraer;20.84;SYP1-0-2-AAA-R585
23/06/2014;humaer;66.05;SYP1-0-2-AAA-R585
23/06/2014;mfa;200.04;SYP1-0-2-AAA-R585
23/06/2014;msa;67.91;SYP1-0-2-AAA-R585
23/06/2014;nbtfl;0;SYP1-0-2-AAA-R585
23/06/2014;nbtv;9.33;SYP1-0-2-AAA-R585
23/06/2014;pcihaer;4160.27;SYP1-0-2-AAA-R585
23/06/2014;purjaer;85.05;SYP1-0-2-AAA-R585
23/06/2014;sucraer;11.16;SYP1-0-2-AAA-R585
18/08/2014;brixaer;14.14;SYP1-0-2-AAA-R585
18/08/2014;brixjaer;19.21;SYP1-0-2-AAA-R585
18/08/2014;cendaer;1.15;SYP1-0-2-AAA-R585
18/08/2014;fibraer;21.18;SYP1-0-2-AAA-R585
18/08/2014;humaer;64.98;SYP1-0-2-AAA-R585
18/08/2014;nbtfl;33;SYP1-0-2-AAA-R585
18/08/2014;nbtv;5.55;SYP1-0-2-AAA-R585
18/08/2014;pcihaer;4358.98;SYP1-0-2-AAA-R585
18/08/2014;purjaer;87.73;SYP1-0-2-AAA-R585
18/08/2014;sucraer;12.39;SYP1-0-2-AAA-R585
12/09/2014;brixaer;15.2;SYP1-0-2-AAA-R585
12/09/2014;fibraer;22.77;SYP1-0-2-AAA-R585
12/09/2014;humaer;64.63;SYP1-0-2-AAA-R585
12/09/2014;mfa;177.14;SYP1-0-2-AAA-R585
12/09/2014;msa;62.64;SYP1-0-2-AAA-R585
12/09/2014;pcihaer;4412.76;SYP1-0-2-AAA-R585
12/09/2014;sucraer;13.32;SYP1-0-2-AAA-R585
12/07/2013;nbtv;0;SYP1-0-2-AAA-WI78402
25/07/2013;nbtv;0;SYP1-0-2-AAA-WI78402
13/08/2013;nbtv;0.22;SYP1-0-2-AAA-WI78402
27/08/2013;htvdx;11;SYP1-0-2-AAA-WI78402
27/08/2013;humaer;82.11;SYP1-0-2-AAA-WI78402
27/08/2013;mfa;0.2;SYP1-0-2-AAA-WI78402
27/08/2013;msa;0.03;SYP1-0-2-AAA-WI78402
27/08/2013;nbtv;1.33;SYP1-0-2-AAA-WI78402
27/08/2013;pcihaer;855.02;SYP1-0-2-AAA-WI78402
10/09/2013;nbtv;1.55;SYP1-0-2-AAA-WI78402
07/10/2013;nbtv;2.44;SYP1-0-2-AAA-WI78402
29/10/2013;htvdx;23;SYP1-0-2-AAA-WI78402
29/10/2013;humaer;82.02;SYP1-0-2-AAA-WI78402
29/10/2013;mfa;0.35;SYP1-0-2-AAA-WI78402
29/10/2013;msa;0.06;SYP1-0-2-AAA-WI78402
29/10/2013;nbtv;1.77;SYP1-0-2-AAA-WI78402
29/10/2013;pcihaer;872.06;SYP1-0-2-AAA-WI78402
16/12/2013;htvdx;84;SYP1-0-2-AAA-WI78402
16/12/2013;humaer;81.51;SYP1-0-2-AAA-WI78402
16/12/2013;mfa;5.84;SYP1-0-2-AAA-WI78402
16/12/2013;msa;1.08;SYP1-0-2-AAA-WI78402
16/12/2013;nbtv;7.33;SYP1-0-2-AAA-WI78402
16/12/2013;pcihaer;971.14;SYP1-0-2-AAA-WI78402
24/02/2014;brixaer;4.15;SYP1-0-2-AAA-WI78402
24/02/2014;brixjaer;5.41;SYP1-0-2-AAA-WI78402
24/02/2014;cendaer;2.12;SYP1-0-2-AAA-WI78402
24/02/2014;fibraer;18.67;SYP1-0-2-AAA-WI78402
24/02/2014;humaer;77.28;SYP1-0-2-AAA-WI78402
24/02/2014;mfa;68.97;SYP1-0-2-AAA-WI78402
24/02/2014;msa;15.66;SYP1-0-2-AAA-WI78402
24/02/2014;nbtfl;0;SYP1-0-2-AAA-WI78402
24/02/2014;nbtv;16.44;SYP1-0-2-AAA-WI78402
24/02/2014;pcihaer;2040.85;SYP1-0-2-AAA-WI78402
24/02/2014;purjaer;17.04;SYP1-0-2-AAA-WI78402
24/02/2014;sucraer;0.7;SYP1-0-2-AAA-WI78402
23/06/2014;brixaer;8.64;SYP1-0-2-AAA-WI78402
23/06/2014;brixjaer;12.4;SYP1-0-2-AAA-WI78402
23/06/2014;cendaer;1.95;SYP1-0-2-AAA-WI78402
23/06/2014;fibraer;24.32;SYP1-0-2-AAA-WI78402
23/06/2014;humaer;67.51;SYP1-0-2-AAA-WI78402
23/06/2014;mfa;45.2;SYP1-0-2-AAA-WI78402
23/06/2014;msa;14.68;SYP1-0-2-AAA-WI78402
23/06/2014;nbtfl;53.65;SYP1-0-2-AAA-WI78402
23/06/2014;nbtv;9.11;SYP1-0-2-AAA-WI78402
23/06/2014;pcihaer;3946.64;SYP1-0-2-AAA-WI78402
23/06/2014;purjaer;65.93;SYP1-0-2-AAA-WI78402
23/06/2014;sucraer;5.69;SYP1-0-2-AAA-WI78402
18/08/2014;brixaer;8.53;SYP1-0-2-AAA-WI78402
18/08/2014;brixjaer;12.85;SYP1-0-2-AAA-WI78402
18/08/2014;cendaer;2.05;SYP1-0-2-AAA-WI78402
18/08/2014;fibraer;26.56;SYP1-0-2-AAA-WI78402
18/08/2014;humaer;63.55;SYP1-0-2-AAA-WI78402
18/08/2014;nbtfl;40;SYP1-0-2-AAA-WI78402
18/08/2014;nbtv;9.33;SYP1-0-2-AAA-WI78402
18/08/2014;pcihaer;4749.83;SYP1-0-2-AAA-WI78402
18/08/2014;purjaer;69.14;SYP1-0-2-AAA-WI78402
18/08/2014;sucraer;5.93;SYP1-0-2-AAA-WI78402
12/09/2014;brixaer;9.18;SYP1-0-2-AAA-WI78402
12/09/2014;fibraer;28.56;SYP1-0-2-AAA-WI78402
12/09/2014;humaer;61.4;SYP1-0-2-AAA-WI78402
12/09/2014;mfa;128.33;SYP1-0-2-AAA-WI78402
12/09/2014;msa;49.53;SYP1-0-2-AAA-WI78402
12/09/2014;pcihaer;5176.89;SYP1-0-2-AAA-WI78402
12/09/2014;sucraer;6.38;SYP1-0-2-AAA-WI78402
12/07/2013;nbtv;0;SYP1-0-2-AAA-WI79460
25/07/2013;nbtv;0;SYP1-0-2-AAA-WI79460
13/08/2013;nbtv;0;SYP1-0-2-AAA-WI79460
27/08/2013;htvdx;10;SYP1-0-2-AAA-WI79460
27/08/2013;humaer;72.64;SYP1-0-2-AAA-WI79460
27/08/2013;mfa;0.13;SYP1-0-2-AAA-WI79460
27/08/2013;msa;0.03;SYP1-0-2-AAA-WI79460
27/08/2013;nbtv;0.88;SYP1-0-2-AAA-WI79460
27/08/2013;pcihaer;2690.88;SYP1-0-2-AAA-WI79460
10/09/2013;nbtv;1.33;SYP1-0-2-AAA-WI79460
07/10/2013;nbtv;2.44;SYP1-0-2-AAA-WI79460
29/10/2013;htvdx;33;SYP1-0-2-AAA-WI79460
29/10/2013;humaer;73.08;SYP1-0-2-AAA-WI79460
29/10/2013;mfa;2.08;SYP1-0-2-AAA-WI79460
29/10/2013;msa;0.56;SYP1-0-2-AAA-WI79460
29/10/2013;nbtv;6.66;SYP1-0-2-AAA-WI79460
29/10/2013;pcihaer;2606.75;SYP1-0-2-AAA-WI79460
16/12/2013;htvdx;124;SYP1-0-2-AAA-WI79460
16/12/2013;humaer;75.58;SYP1-0-2-AAA-WI79460
16/12/2013;mfa;28.56;SYP1-0-2-AAA-WI79460
16/12/2013;msa;6.97;SYP1-0-2-AAA-WI79460
16/12/2013;nbtv;14.44;SYP1-0-2-AAA-WI79460
16/12/2013;pcihaer;2121.43;SYP1-0-2-AAA-WI79460
24/02/2014;brixaer;5;SYP1-0-2-AAA-WI79460
24/02/2014;brixjaer;6.13;SYP1-0-2-AAA-WI79460
24/02/2014;cendaer;1.39;SYP1-0-2-AAA-WI79460
24/02/2014;fibraer;14.7;SYP1-0-2-AAA-WI79460
24/02/2014;humaer;79.89;SYP1-0-2-AAA-WI79460
24/02/2014;mfa;61.86;SYP1-0-2-AAA-WI79460
24/02/2014;msa;12.43;SYP1-0-2-AAA-WI79460
24/02/2014;nbtfl;0;SYP1-0-2-AAA-WI79460
24/02/2014;nbtv;6.88;SYP1-0-2-AAA-WI79460
24/02/2014;pcihaer;1496.91;SYP1-0-2-AAA-WI79460
24/02/2014;purjaer;33.5;SYP1-0-2-AAA-WI79460
24/02/2014;sucraer;1.67;SYP1-0-2-AAA-WI79460
23/06/2014;brixaer;10.22;SYP1-0-2-AAA-WI79460
23/06/2014;brixjaer;15.14;SYP1-0-2-AAA-WI79460
23/06/2014;cendaer;1.62;SYP1-0-2-AAA-WI79460
23/06/2014;fibraer;25.87;SYP1-0-2-AAA-WI79460
23/06/2014;humaer;64.89;SYP1-0-2-AAA-WI79460
23/06/2014;mfa;166.55;SYP1-0-2-AAA-WI79460
23/06/2014;msa;58.46;SYP1-0-2-AAA-WI79460
23/06/2014;nbtfl;95.58;SYP1-0-2-AAA-WI79460
23/06/2014;nbtv;15.11;SYP1-0-2-AAA-WI79460
23/06/2014;pcihaer;4447.02;SYP1-0-2-AAA-WI79460
23/06/2014;purjaer;75.72;SYP1-0-2-AAA-WI79460
23/06/2014;sucraer;7.75;SYP1-0-2-AAA-WI79460
18/08/2014;brixaer;11.16;SYP1-0-2-AAA-WI79460
18/08/2014;brixjaer;14.72;SYP1-0-2-AAA-WI79460
18/08/2014;fibraer;19.21;SYP1-0-2-AAA-WI79460
18/08/2014;humaer;66.61;SYP1-0-2-AAA-WI79460
18/08/2014;nbtfl;90;SYP1-0-2-AAA-WI79460
18/08/2014;nbtv;6.88;SYP1-0-2-AAA-WI79460
18/08/2014;pcihaer;4080.4;SYP1-0-2-AAA-WI79460
18/08/2014;purjaer;81.42;SYP1-0-2-AAA-WI79460
18/08/2014;sucraer;9.1;SYP1-0-2-AAA-WI79460
12/09/2014;brixaer;12;SYP1-0-2-AAA-WI79460
12/09/2014;fibraer;20.65;SYP1-0-2-AAA-WI79460
12/09/2014;humaer;61.64;SYP1-0-2-AAA-WI79460
12/09/2014;mfa;124.76;SYP1-0-2-AAA-WI79460
12/09/2014;msa;47.85;SYP1-0-2-AAA-WI79460
12/09/2014;pcihaer;5076.24;SYP1-0-2-AAA-WI79460
12/09/2014;sucraer;9.79;SYP1-0-2-AAA-WI79460
12/07/2013;nbtv;0;SYP1-0-2-AAA-WI79461
25/07/2013;nbtv;0;SYP1-0-2-AAA-WI79461
13/08/2013;nbtv;0;SYP1-0-2-AAA-WI79461
27/08/2013;htvdx;8;SYP1-0-2-AAA-WI79461
27/08/2013;humaer;80.93;SYP1-0-2-AAA-WI79461
27/08/2013;mfa;0.16;SYP1-0-2-AAA-WI79461
27/08/2013;msa;0.03;SYP1-0-2-AAA-WI79461
27/08/2013;nbtv;0.88;SYP1-0-2-AAA-WI79461
27/08/2013;pcihaer;1083.25;SYP1-0-2-AAA-WI79461
10/09/2013;nbtv;1.55;SYP1-0-2-AAA-WI79461
07/10/2013;nbtv;1.77;SYP1-0-2-AAA-WI79461
29/10/2013;htvdx;36;SYP1-0-2-AAA-WI79461
29/10/2013;humaer;80.68;SYP1-0-2-AAA-WI79461
29/10/2013;mfa;3.08;SYP1-0-2-AAA-WI79461
29/10/2013;msa;0.59;SYP1-0-2-AAA-WI79461
29/10/2013;nbtv;7.11;SYP1-0-2-AAA-WI79461
29/10/2013;pcihaer;1133.1;SYP1-0-2-AAA-WI79461
16/12/2013;htvdx;125;SYP1-0-2-AAA-WI79461
16/12/2013;humaer;79.46;SYP1-0-2-AAA-WI79461
16/12/2013;mfa;50.52;SYP1-0-2-AAA-WI79461
16/12/2013;msa;10.37;SYP1-0-2-AAA-WI79461
16/12/2013;nbtv;18.66;SYP1-0-2-AAA-WI79461
16/12/2013;pcihaer;1369.33;SYP1-0-2-AAA-WI79461
24/02/2014;brixaer;4.9;SYP1-0-2-AAA-WI79461
24/02/2014;brixjaer;6.19;SYP1-0-2-AAA-WI79461
24/02/2014;cendaer;1.65;SYP1-0-2-AAA-WI79461
24/02/2014;fibraer;16.7;SYP1-0-2-AAA-WI79461
24/02/2014;humaer;78.5;SYP1-0-2-AAA-WI79461
24/02/2014;mfa;93.13;SYP1-0-2-AAA-WI79461
24/02/2014;msa;20.02;SYP1-0-2-AAA-WI79461
24/02/2014;nbtfl;0;SYP1-0-2-AAA-WI79461
24/02/2014;nbtv;9.77;SYP1-0-2-AAA-WI79461
24/02/2014;pcihaer;1782.49;SYP1-0-2-AAA-WI79461
24/02/2014;purjaer;26.38;SYP1-0-2-AAA-WI79461
24/02/2014;sucraer;1.29;SYP1-0-2-AAA-WI79461
23/06/2014;brixaer;11.38;SYP1-0-2-AAA-WI79461
23/06/2014;brixjaer;15.41;SYP1-0-2-AAA-WI79461
23/06/2014;cendaer;1.91;SYP1-0-2-AAA-WI79461
23/06/2014;fibraer;21.13;SYP1-0-2-AAA-WI79461
23/06/2014;humaer;67.96;SYP1-0-2-AAA-WI79461
23/06/2014;mfa;37.2;SYP1-0-2-AAA-WI79461
23/06/2014;msa;11.91;SYP1-0-2-AAA-WI79461
23/06/2014;nbtfl;84.37;SYP1-0-2-AAA-WI79461
23/06/2014;nbtv;7.11;SYP1-0-2-AAA-WI79461
23/06/2014;pcihaer;3805.84;SYP1-0-2-AAA-WI79461
23/06/2014;purjaer;78.59;SYP1-0-2-AAA-WI79461
23/06/2014;sucraer;8.91;SYP1-0-2-AAA-WI79461
18/08/2014;brixaer;11.65;SYP1-0-2-AAA-WI79461
18/08/2014;brixjaer;16.58;SYP1-0-2-AAA-WI79461
18/08/2014;fibraer;23.44;SYP1-0-2-AAA-WI79461
18/08/2014;humaer;64.2;SYP1-0-2-AAA-WI79461
18/08/2014;nbtfl;90;SYP1-0-2-AAA-WI79461
18/08/2014;nbtv;10.44;SYP1-0-2-AAA-WI79461
18/08/2014;pcihaer;4561.05;SYP1-0-2-AAA-WI79461
18/08/2014;purjaer;83.23;SYP1-0-2-AAA-WI79461
18/08/2014;sucraer;9.75;SYP1-0-2-AAA-WI79461
12/09/2014;brixaer;12.52;SYP1-0-2-AAA-WI79461
12/09/2014;fibraer;25.21;SYP1-0-2-AAA-WI79461
12/09/2014;humaer;64.55;SYP1-0-2-AAA-WI79461
12/09/2014;mfa;169.4;SYP1-0-2-AAA-WI79461
12/09/2014;msa;60.04;SYP1-0-2-AAA-WI79461
12/09/2014;pcihaer;4475.5;SYP1-0-2-AAA-WI79461
12/09/2014;sucraer;10.48;SYP1-0-2-AAA-WI79461
12/07/2013;nbtv;0;SYP1-0-2-AAA-WI80542
25/07/2013;nbtv;0;SYP1-0-2-AAA-WI80542
13/08/2013;nbtv;0.22;SYP1-0-2-AAA-WI80542
27/08/2013;htvdx;14;SYP1-0-2-AAA-WI80542
27/08/2013;humaer;84.5;SYP1-0-2-AAA-WI80542
27/08/2013;mfa;0.32;SYP1-0-2-AAA-WI80542
27/08/2013;msa;0.05;SYP1-0-2-AAA-WI80542
27/08/2013;nbtv;1.11;SYP1-0-2-AAA-WI80542
27/08/2013;pcihaer;392.53;SYP1-0-2-AAA-WI80542
10/09/2013;nbtv;2.44;SYP1-0-2-AAA-WI80542
07/10/2013;nbtv;2.66;SYP1-0-2-AAA-WI80542
29/10/2013;htvdx;29;SYP1-0-2-AAA-WI80542
29/10/2013;humaer;84.31;SYP1-0-2-AAA-WI80542
29/10/2013;mfa;1.64;SYP1-0-2-AAA-WI80542
29/10/2013;msa;0.25;SYP1-0-2-AAA-WI80542
29/10/2013;nbtv;4.88;SYP1-0-2-AAA-WI80542
29/10/2013;pcihaer;428.74;SYP1-0-2-AAA-WI80542
16/12/2013;htvdx;97;SYP1-0-2-AAA-WI80542
16/12/2013;humaer;82.4;SYP1-0-2-AAA-WI80542
16/12/2013;mfa;19.27;SYP1-0-2-AAA-WI80542
16/12/2013;msa;3.39;SYP1-0-2-AAA-WI80542
16/12/2013;nbtv;12.66;SYP1-0-2-AAA-WI80542
16/12/2013;pcihaer;798.83;SYP1-0-2-AAA-WI80542
24/02/2014;brixaer;5.34;SYP1-0-2-AAA-WI80542
24/02/2014;brixjaer;6.86;SYP1-0-2-AAA-WI80542
24/02/2014;cendaer;1.66;SYP1-0-2-AAA-WI80542
24/02/2014;fibraer;18.05;SYP1-0-2-AAA-WI80542
24/02/2014;humaer;76.81;SYP1-0-2-AAA-WI80542
24/02/2014;mfa;54.08;SYP1-0-2-AAA-WI80542
24/02/2014;msa;12.54;SYP1-0-2-AAA-WI80542
24/02/2014;nbtfl;0;SYP1-0-2-AAA-WI80542
24/02/2014;nbtv;8.88;SYP1-0-2-AAA-WI80542
24/02/2014;pcihaer;2116.56;SYP1-0-2-AAA-WI80542
24/02/2014;purjaer;37.24;SYP1-0-2-AAA-WI80542
24/02/2014;sucraer;1.97;SYP1-0-2-AAA-WI80542
23/06/2014;brixaer;7.47;SYP1-0-2-AAA-WI80542
23/06/2014;brixjaer;10.07;SYP1-0-2-AAA-WI80542
23/06/2014;cendaer;1.67;SYP1-0-2-AAA-WI80542
23/06/2014;fibraer;20.4;SYP1-0-2-AAA-WI80542
23/06/2014;humaer;73.24;SYP1-0-2-AAA-WI80542
23/06/2014;mfa;118.33;SYP1-0-2-AAA-WI80542
23/06/2014;msa;31.65;SYP1-0-2-AAA-WI80542
23/06/2014;nbtfl;0;SYP1-0-2-AAA-WI80542
23/06/2014;nbtv;11.55;SYP1-0-2-AAA-WI80542
23/06/2014;pcihaer;2800.72;SYP1-0-2-AAA-WI80542
23/06/2014;purjaer;63.49;SYP1-0-2-AAA-WI80542
23/06/2014;sucraer;4.76;SYP1-0-2-AAA-WI80542
18/08/2014;brixaer;10.21;SYP1-0-2-AAA-WI80542
18/08/2014;brixjaer;15.17;SYP1-0-2-AAA-WI80542
18/08/2014;cendaer;2.03;SYP1-0-2-AAA-WI80542
18/08/2014;fibraer;25.69;SYP1-0-2-AAA-WI80542
18/08/2014;humaer;60.61;SYP1-0-2-AAA-WI80542
18/08/2014;nbtfl;0;SYP1-0-2-AAA-WI80542
18/08/2014;nbtv;9.11;SYP1-0-2-AAA-WI80542
18/08/2014;pcihaer;5315.98;SYP1-0-2-AAA-WI80542
18/08/2014;purjaer;75.75;SYP1-0-2-AAA-WI80542
18/08/2014;sucraer;7.8;SYP1-0-2-AAA-WI80542
12/09/2014;brixaer;10.98;SYP1-0-2-AAA-WI80542
12/09/2014;fibraer;27.63;SYP1-0-2-AAA-WI80542
12/09/2014;humaer;63.53;SYP1-0-2-AAA-WI80542
12/09/2014;mfa;161.07;SYP1-0-2-AAA-WI80542
12/09/2014;msa;58.73;SYP1-0-2-AAA-WI80542
12/09/2014;pcihaer;4711.48;SYP1-0-2-AAA-WI80542
12/09/2014;sucraer;8.38;SYP1-0-2-AAA-WI80542
12/07/2013;nbtv;0;SYP1-0-2-AAA-WI81456
25/07/2013;nbtv;0;SYP1-0-2-AAA-WI81456
13/08/2013;nbtv;0.22;SYP1-0-2-AAA-WI81456
27/08/2013;htvdx;15;SYP1-0-2-AAA-WI81456
27/08/2013;humaer;80.45;SYP1-0-2-AAA-WI81456
27/08/2013;mfa;0.42;SYP1-0-2-AAA-WI81456
27/08/2013;msa;0.08;SYP1-0-2-AAA-WI81456
27/08/2013;nbtv;1.33;SYP1-0-2-AAA-WI81456
27/08/2013;pcihaer;1176.95;SYP1-0-2-AAA-WI81456
10/09/2013;nbtv;1.77;SYP1-0-2-AAA-WI81456
07/10/2013;nbtv;2;SYP1-0-2-AAA-WI81456
29/10/2013;htvdx;31;SYP1-0-2-AAA-WI81456
29/10/2013;humaer;80.33;SYP1-0-2-AAA-WI81456
29/10/2013;mfa;2.08;SYP1-0-2-AAA-WI81456
29/10/2013;msa;0.4;SYP1-0-2-AAA-WI81456
29/10/2013;nbtv;3.77;SYP1-0-2-AAA-WI81456
29/10/2013;pcihaer;1199.91;SYP1-0-2-AAA-WI81456
16/12/2013;htvdx;145;SYP1-0-2-AAA-WI81456
16/12/2013;humaer;79.43;SYP1-0-2-AAA-WI81456
16/12/2013;mfa;28.43;SYP1-0-2-AAA-WI81456
16/12/2013;msa;5.84;SYP1-0-2-AAA-WI81456
16/12/2013;nbtv;9.77;SYP1-0-2-AAA-WI81456
16/12/2013;pcihaer;1374.75;SYP1-0-2-AAA-WI81456
24/02/2014;brixaer;5;SYP1-0-2-AAA-WI81456
24/02/2014;brixjaer;6.68;SYP1-0-2-AAA-WI81456
24/02/2014;cendaer;1.75;SYP1-0-2-AAA-WI81456
24/02/2014;fibraer;19.9;SYP1-0-2-AAA-WI81456
24/02/2014;humaer;75.49;SYP1-0-2-AAA-WI81456
24/02/2014;mfa;107.73;SYP1-0-2-AAA-WI81456
24/02/2014;msa;26.4;SYP1-0-2-AAA-WI81456
24/02/2014;nbtfl;0;SYP1-0-2-AAA-WI81456
24/02/2014;nbtv;10.66;SYP1-0-2-AAA-WI81456
24/02/2014;pcihaer;2388.19;SYP1-0-2-AAA-WI81456
24/02/2014;purjaer;39.59;SYP1-0-2-AAA-WI81456
24/02/2014;sucraer;1.98;SYP1-0-2-AAA-WI81456
23/06/2014;brixaer;6.94;SYP1-0-2-AAA-WI81456
23/06/2014;brixjaer;9.32;SYP1-0-2-AAA-WI81456
23/06/2014;cendaer;1.65;SYP1-0-2-AAA-WI81456
23/06/2014;fibraer;20.84;SYP1-0-2-AAA-WI81456
23/06/2014;humaer;72.63;SYP1-0-2-AAA-WI81456
23/06/2014;mfa;122.55;SYP1-0-2-AAA-WI81456
23/06/2014;msa;33.54;SYP1-0-2-AAA-WI81456
23/06/2014;nbtfl;83.07;SYP1-0-2-AAA-WI81456
23/06/2014;nbtv;14.44;SYP1-0-2-AAA-WI81456
23/06/2014;pcihaer;2936.77;SYP1-0-2-AAA-WI81456
23/06/2014;purjaer;56.06;SYP1-0-2-AAA-WI81456
23/06/2014;sucraer;3.86;SYP1-0-2-AAA-WI81456
18/08/2014;brixaer;11.81;SYP1-0-2-AAA-WI81456
