treatcode	obsdate	calage	stagnb	stadnb	stafnb	stahtvd	blatnb	blagnb	blastvd	glai	ei	stamsu	stamfm	stamdm	stamwc	stamsuc	stamfbc	stambjc	stampur	blagdm	bladm	agrfm	agrdm	agrwc	sendm
LINV-0-0-P13-R570	23-06-2003	1	3.666667	0.1666667	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LINV-0-0-P13-R570	28-07-2003	1	5.611111	0.6111111	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LSE1-1-0-AAA-R570	02-03-1995	1	10.88	14.61	-999	-999	25.5	10.88889	-999	6.2	-999	-999	96.89	18.1559	81.265	-999	-999	-999	-999	6.383585	10.07724	0.8126	35.5877	-999	5.82
LSE1-1-0-AAA-R570	08-08-1995	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	24.852	152	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LSE1-1-0-AAA-R570	10-05-1995	1	9.27	16.05	-999	-999	25.33333	9.277778	-999	6.76	-999	16.412088	139.44	30	78.485	14.83	11.83	14.83	14.83	7.057285	13.84318	0.7849	56.5921	-999	10.7
LSE1-1-0-AAA-R570	12-04-1995	1	9.5	15.83	-999	-999	25.33333	9.5	-999	6.7	-999	13.312188	122.58	28.93	76.399	12.22	12.83	12.22	12.22	6.978132	13.0719	0.764	50.45	-999	9.6
LSE1-1-0-AAA-R570	12-10-1994	1	13.4	0	-999	-999	13.40741	13.40741	-999	0.65	0.31	0	0	0	-999	-999	-999	-999	-999	0.4902143	0.4959986	-999	0.8532	-999	0.01
LSE1-1-0-AAA-R570	14-09-1994	1	8.14	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LSE1-1-0-AAA-R570	14-11-1994	1	17.05	0	-999	-999	17.05556	17.05556	-999	1.6	0.52	0	0	0	-999	-999	-999	-999	-999	1.370707	1.403165	-999	2.8793	-999	0.05
LSE1-1-0-AAA-R570	14-12-1994	1	20.27	0.05	-999	-999	20.33338	20.27778	-999	4.36	0.82	-999	1.86	0.3035	83.871	-999	-999	-999	-999	4.062166	4.397271	0.8368	9.2952	-999	0.53
LSE1-1-0-AAA-R570	29-04-1995	1	-999	-999	-999	-999	-999	-999	-999	-999	0.98	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LSE1-1-0-AAA-R570	30-01-1995	1	12	5.11	-999	-999	17.11111	12	-999	5.52	0.91	-999	52.79	8.1789	84.524	-999	-999	-999	-999	5.569485	7.815655	0.8451	22.2273	-999	3.53
NAYA-0-0-IRI-R570	06-08-1987	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	44.021	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
NAYA-1-0-IRI-R570	01-06-1988	1	-999	-999	-999	-999	-999	-999	-999	3.4	-999	-999	-999	32.01	-999	-999	-999	-999	-999	-999	-999	-999	41.26	-999	-999
NAYA-1-0-IRI-R570	03-08-1988	1	-999	-999	-999	-999	-999	-999	-999	4.61	-999	-999	-999	48.58	-999	-999	-999	-999	-999	-999	-999	-999	59.23	-999	-999
NAYA-1-0-IRI-R570	04-05-1988	1	-999	-999	-999	-999	-999	-999	-999	5.57	-999	-999	-999	33.79	-999	-999	-999	-999	-999	-999	-999	-999	44.09	-999	-999
NAYA-1-0-IRI-R570	04-12-1987	1	-999	-999	-999	-999	-999	-999	-999	3.13	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4.07	-999	-999
NAYA-1-0-IRI-R570	05-07-1988	1	-999	-999	-999	-999	-999	-999	-999	5.08	-999	-999	-999	43.69	-999	-999	-999	-999	-999	-999	-999	-999	54.71	-999	-999
NAYA-1-0-IRI-R570	06-04-1988	1	-999	-999	-999	-999	-999	-999	-999	4.34	-999	-999	-999	28.34	-999	-999	-999	-999	-999	-999	-999	-999	39.28	-999	-999
NAYA-1-0-IRI-R570	10-02-1988	1	-999	-999	-999	-999	-999	-999	-999	5.05	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	31.38	-999	-999
NAYA-1-0-IRI-R570	11-03-1988	1	-999	-999	-999	-999	-999	-999	-999	5.02	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	27.95	-999	-999
NAYA-1-0-IRI-R570	13-01-1988	1	-999	-999	-999	-999	-999	-999	-999	4.8	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	20.08	-999	-999
NAYA-1-0-IRI-R570	28-08-1988	1	-999	-999	-999	-999	-999	-999	-999	3.32	-999	-999	-999	52.07	-999	-999	-999	-999	-999	-999	-999	-999	67.07	-999	-999
NAYA-1-0-PLU-R570	01-06-1988	1	-999	-999	-999	-999	-999	-999	-999	3.19	-999	-999	-999	15.72	-999	-999	-999	-999	-999	-999	-999	-999	22.02	-999	-999
NAYA-1-0-PLU-R570	03-08-1988	1	-999	-999	-999	-999	-999	-999	-999	2.54	-999	-999	-999	23.05	-999	-999	-999	-999	-999	-999	-999	-999	30.72	-999	-999
NAYA-1-0-PLU-R570	04-05-1988	1	-999	-999	-999	-999	-999	-999	-999	3.1	-999	-999	-999	9.69	-999	-999	-999	-999	-999	-999	-999	-999	17.72	-999	-999
NAYA-1-0-PLU-R570	04-12-1987	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	27.342	-999	-999	-999	-999	-999	-999	-999	-999	1.52	-999	-999
NAYA-1-0-PLU-R570	05-07-1988	1	-999	-999	-999	-999	-999	-999	-999	3.02	-999	-999	-999	19.77	-999	-999	-999	-999	-999	-999	-999	-999	28.16	-999	-999
NAYA-1-0-PLU-R570	06-04-1988	1	-999	-999	-999	-999	-999	-999	-999	3.05	-999	-999	-999	10.49	-999	-999	-999	-999	-999	-999	-999	-999	21.19	-999	-999
NAYA-1-0-PLU-R570	10-02-1988	1	-999	-999	-999	-999	-999	-999	-999	1.19	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.2	-999	-999
NAYA-1-0-PLU-R570	11-03-1988	1	-999	-999	-999	-999	-999	-999	-999	1.68	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	8.11	-999	-999
NAYA-1-0-PLU-R570	13-01-1988	1	-999	-999	-999	-999	-999	-999	-999	1.28	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4.5	-999	-999
NAYA-1-0-PLU-R570	28-08-1988	1	-999	-999	-999	-999	-999	-999	-999	1.45	-999	-999	-999	23.29	-999	-999	-999	-999	-999	-999	-999	-999	32.04	-999	-999
NAYA-2-0-IRI-R570	28-08-1989	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	34.157	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
NAYA-2-0-PLU-R570	28-08-1989	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	21.212	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP1-0-0-AAA-R570	07-10-2013	1	4.51	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP1-0-0-AAA-R570	10-09-2013	1	2.66	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP1-0-0-AAA-R570	12-07-2013	1	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP1-0-0-AAA-R570	12-09-2014	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	214.84	73.57	65.93	-999
SYP1-0-0-AAA-R570	13-08-2013	1	1.7	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP1-0-0-AAA-R570	16-12-2013	1	10.66	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	36.99	6.15	83.54	-999
SYP1-0-0-AAA-R570	18-08-2014	1	7.4	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	67.64	-999
SYP1-0-0-AAA-R570	23-06-2014	1	7.77	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	163.26	49.64	69.58	-999
SYP1-0-0-AAA-R570	24-02-2014	1	8.29	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	114.34	22.28	80.32	-999
SYP1-0-0-AAA-R570	25-07-2013	1	0.07	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP1-0-0-AAA-R570	27-08-2013	1	2.29	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.05	0.14	86.31	-999
SYP1-0-0-AAA-R570	29-10-2013	1	6.51	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4.21	0.59	85.92	-999
SYP1-0-1-AAA-R570	07-10-2013	1	2.44	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP1-0-1-AAA-R570	10-09-2013	1	1.33	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP1-0-1-AAA-R570	12-07-2013	1	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP1-0-1-AAA-R570	12-09-2014	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	252.73	91.18	63.92	-999
SYP1-0-1-AAA-R570	13-08-2013	1	0.22	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP1-0-1-AAA-R570	16-12-2013	1	5.77	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	16.46	2.66	83.84	-999
SYP1-0-1-AAA-R570	18-08-2014	1	6.66	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	70.97	-999
SYP1-0-1-AAA-R570	23-06-2014	1	8.44	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	173.6	49.88	71.26	-999
SYP1-0-1-AAA-R570	24-02-2014	1	9.11	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	133.66	23.64	82.3	-999
SYP1-0-1-AAA-R570	25-07-2013	1	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP1-0-1-AAA-R570	27-08-2013	1	0.66	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.2	0.02	86.46	-999
SYP1-0-1-AAA-R570	29-10-2013	1	3.77	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.68	0.23	86.07	-999
SYP1-0-2-AAA-R570	07-10-2013	1	4.44	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP1-0-2-AAA-R570	10-09-2013	1	2.88	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP1-0-2-AAA-R570	12-07-2013	1	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP1-0-2-AAA-R570	12-09-2014	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	193.8	63.04	67.47	-999
SYP1-0-2-AAA-R570	13-08-2013	1	2.44	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP1-0-2-AAA-R570	16-12-2013	1	12	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	33.95	5.49	83.81	-999
SYP1-0-2-AAA-R570	18-08-2014	1	7.11	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	67.16	-999
SYP1-0-2-AAA-R570	23-06-2014	1	6	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	121.8	37.64	69.09	-999
SYP1-0-2-AAA-R570	24-02-2014	1	8	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	99.8	21.24	78.7	-999
SYP1-0-2-AAA-R570	25-07-2013	1	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP1-0-2-AAA-R570	27-08-2013	1	2.88	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.31	0.18	86.26	-999
SYP1-0-2-AAA-R570	29-10-2013	1	5.11	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3.64	0.51	85.85	-999
SYP1-0-3-AAA-R570	07-10-2013	1	6.66	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP1-0-3-AAA-R570	10-09-2013	1	3.77	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP1-0-3-AAA-R570	12-07-2013	1	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP1-0-3-AAA-R570	12-09-2014	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	197.97	66.49	66.41	-999
SYP1-0-3-AAA-R570	13-08-2013	1	2.44	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP1-0-3-AAA-R570	16-12-2013	1	14.22	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	60.54	10.3	82.98	-999
SYP1-0-3-AAA-R570	18-08-2014	1	8.44	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	64.79	-999
SYP1-0-3-AAA-R570	23-06-2014	1	8.88	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	194.4	61.41	68.4	-999
SYP1-0-3-AAA-R570	24-02-2014	1	7.77	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	109.57	21.95	79.96	-999
SYP1-0-3-AAA-R570	25-07-2013	1	0.22	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP1-0-3-AAA-R570	27-08-2013	1	3.33	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.65	0.22	86.21	-999
SYP1-0-3-AAA-R570	29-10-2013	1	10.66	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	7.31	1.03	85.85	-999
SYP1-1-0-AAA-R570	08-07-2015	1	6	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	140.667	40.64	71.017	-999
SYP1-1-0-AAA-R570	14-09-2015	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	189.683	-999	-999	-999
SYP1-1-0-AAA-R570	18-11-2014	1	16.96296296	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	23.09851531	3.414486871	85.21117867	-999
SYP1-1-0-AAA-R570	19-05-2015	1	6.889	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	144	37.67	73.772	-999
SYP1-1-0-AAA-R570	21-01-2015	1	9.925925926	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	57.57879966	10.59372135	82.88295325	-999
SYP1-1-0-AAA-R570	23-03-2015	1	6.666666667	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	135.4487432	28.09401016	79.26121682	-999
SYP1-1-0-AAA-R570	31-08-2015	1	8.815	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	147.496	49.344	66.534	-999
SYP1-1-1-AAA-R570	08-07-2015	1	7.778	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	135.333	40.943	69.746	-999
SYP1-1-1-AAA-R570	14-09-2015	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	205.357	-999	-999	-999
SYP1-1-1-AAA-R570	18-11-2014	1	21.55555556	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	27.78167574	4.093867421	85.26414512	-999
SYP1-1-1-AAA-R570	19-05-2015	1	6.889	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	124.667	33.023	73.511	-999
SYP1-1-1-AAA-R570	21-01-2015	1	9.111111111	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	88.50013265	16.72492681	81.10180594	-999
SYP1-1-1-AAA-R570	23-03-2015	1	6.666666667	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	129.2972838	26.70459658	79.34635917	-999
SYP1-1-1-AAA-R570	31-08-2015	1	8.444	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	177.822	59.573	66.499	-999
SYP1-1-2-AAA-R570	08-07-2015	1	3.778	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	114.222	32.939	71.162	-999
SYP1-1-2-AAA-R570	14-09-2015	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	195.833	-999	-999	-999
SYP1-1-2-AAA-R570	18-11-2014	1	10.88888889	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	15.6185828	2.315176379	85.17678327	-999
SYP1-1-2-AAA-R570	19-05-2015	1	4.667	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	108.889	28.686	73.656	-999
SYP1-1-2-AAA-R570	21-01-2015	1	8.888888889	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	7.037183821	1.002705307	85.75132706	-999
SYP1-1-2-AAA-R570	23-03-2015	1	6.666666667	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	142.0721041	29.58279044	79.17762208	-999
SYP1-1-2-AAA-R570	31-08-2015	1	9.333	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	130.267	45.719	64.904	-999
SYP1-1-3-AAA-R570	08-07-2015	1	6.444	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	172.444	48.036	72.144	-999
SYP1-1-3-AAA-R570	14-09-2015	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	167.857	-999	-999	-999
SYP1-1-3-AAA-R570	18-11-2014	1	18.44444444	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	25.89528739	3.834416812	85.19260762	-999
SYP1-1-3-AAA-R570	19-05-2015	1	9.111	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	198.444	51.3	74.149	-999
SYP1-1-3-AAA-R570	21-01-2015	1	11.77777778	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	77.19908252	14.05353193	81.79572675	-999
SYP1-1-3-AAA-R570	23-03-2015	1	6.666666667	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	134.9768418	27.99464346	79.25966922	-999
SYP1-1-3-AAA-R570	31-08-2015	1	8.667	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	134.4	42.742	68.198	-999
SYP2-0-0-AAA-R570	08-07-2014	1	11.92	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-0-AAA-R570	09-12-2014	1	10	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	60.68	11.06	81.43	-999
SYP2-0-0-AAA-R570	10-04-2014	1	4.44	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	0.27	86.21	-999
SYP2-0-0-AAA-R570	11-02-2015	1	7.77	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	105.31	21.81	79.25	-999
SYP2-0-0-AAA-R570	11-06-2014	1	10.44	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	9.54	1.37	85.62	-999
SYP2-0-0-AAA-R570	12-03-2014	1	2.44	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-0-AAA-R570	13-10-2014	1	11.55	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	24.82	4.98	79.75	-999
SYP2-0-0-AAA-R570	14-04-2015	1	6.96	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	167.92	42.41	74.71	-999
SYP2-0-0-AAA-R570	14-08-2014	1	12.51	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	19.2	2.87	85.03	-999
SYP2-0-0-AAA-R570	20-05-2014	1	8.51	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-0-AAA-R570	23-04-2014	1	5.85	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-0-AAA-R570	25-06-2014	1	10.37	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-0-AAA-R570	26-02-2014	1	0.51	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-0-AAA-R570	27-03-2014	1	3.92	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-0-AAA-R570	29-07-2014	1	13.48	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-1-AAA-R570	08-07-2014	1	18	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-1-AAA-R570	09-12-2014	1	9.55	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	59.2	11.37	80.78	-999
SYP2-0-1-AAA-R570	10-04-2014	1	6.66	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3.3	0.45	86.1	-999
SYP2-0-1-AAA-R570	11-02-2015	1	8.22	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	116.4	25.32	78.24	-999
SYP2-0-1-AAA-R570	11-06-2014	1	15.77	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	15.25	2.2	85.55	-999
SYP2-0-1-AAA-R570	12-03-2014	1	3.33	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-1-AAA-R570	13-10-2014	1	11.11	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	22.97	5.41	76.43	-999
SYP2-0-1-AAA-R570	14-04-2015	1	7.55	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	145.28	37.13	74.43	-999
SYP2-0-1-AAA-R570	14-08-2014	1	16.22	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	27.02	4.06	84.94	-999
SYP2-0-1-AAA-R570	20-05-2014	1	13.77	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-1-AAA-R570	23-04-2014	1	7.33	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-1-AAA-R570	25-06-2014	1	15.33	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-1-AAA-R570	26-02-2014	1	1.11	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-1-AAA-R570	27-03-2014	1	6	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-1-AAA-R570	29-07-2014	1	20	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
SYP2-0-2-AAA-R570	08-07-2014	1	9.11	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
