treatcode	obsdate	calage	stagnb	stadnb	stafnb	stahtvd	blatnb	blagnb	blastvd	glai	ei	stamsu	stamfm	stamdm	stamwc	stamsuc	stamfbc	stambjc	stampur	blagdm	bladm	agrfm	agrdm	agrwc	sendm
DEL1-0-2-AAA-R570	27-05-2009	1	14.667	0.444	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-2-AAA-R570	27-08-2009	1	-999	-999	-999	-999	-999	-999	-999	5.525	-999	-999	31.3333	7.2844	76.763	-999	-999	-999	-999	6.135	-999	89.689	21.6125	75.903	-999
DEL1-0-2-AAA-R570	30-03-2009	1	-999	-999	-999	-999	4.25	3.75	126.4125	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-2-AAA-R570	31-03-2009	1	7.111	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	01-07-2009	1	-999	-999	-999	53.6	-999	-999	-999	4.527	0.8872	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	01-09-2009	1	-999	-999	-999	-999	-999	-999	-999	6.499	0.9564	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	03-03-2009	1	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	03-04-2009	1	7.778	0	-999	-999	-999	-999	-999	0.5	0.2143	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	04-05-2009	1	13.333	0.222	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	04-08-2009	1	13.111	0.667	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	05-02-2010	1	-999	-999	-999	-999	37	10	554.68	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	05-05-2009	1	-999	-999	-999	-999	-999	-999	-999	1.244	0.4509	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	07-03-2009	1	0.444	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	07-07-2009	1	15.333	1.333	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	07-09-2009	1	10.667	1.778	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	07-10-2009	1	11.556	1.111	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	08-04-2009	1	10	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	08-06-2009	1	-999	-999	-999	-999	15.33333	8.666667	476.8433	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	09-06-2010	1	10.444	2.445	-999	-999	-999	-999	-999	-999	-999	24.211719	238.0726	69.68409	70.731	16.57571	17.716	16.57571	16.57571	-999	-999	295.6289	94.16965	68.148	-999
DEL1-0-3-AAA-R570	10-03-2009	1	2.667	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	11-05-2009	1	12.444	0.889	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	12-06-2009	1	-999	-999	-999	-999	-999	-999	-999	2.923	0.7556	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	13-03-2009	1	3.556	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	14-04-2009	1	10.444	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	16-03-2009	1	3.778	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	16-06-2009	1	14.667	1.556	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	16-07-2009	1	-999	-999	-999	-999	19	10	521.1266	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	16-09-2009	1	-999	-999	-999	-999	23.33333	10	622.3467	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	19-03-2009	1	4.444	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	19-04-2009	1	-999	-999	-999	-999	-999	-999	-999	0.825	0.3281	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	19-11-2009	1	8.889	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	20-04-2009	1	10.889	0.444	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	20-05-2009	1	-999	-999	-999	-999	-999	-999	-999	1.685	0.556	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	20-07-2009	1	12.222	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	22-01-2010	1	8.444	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	24-08-2009	1	-999	-999	-999	90.52	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	24-11-2009	1	-999	-999	-999	-999	29.33333	9	698.9966	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	26-03-2009	1	5.556	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	27-03-2009	1	-999	-999	-999	11.78261	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	27-04-2009	1	11.778	0.667	-999	-999	9.666667	7	176.8967	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	27-05-2009	1	13.778	0.667	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	27-08-2009	1	-999	-999	-999	-999	-999	-999	-999	7.333	-999	-999	44.8667	10.5518	76.482	-999	-999	-999	-999	6.9688	-999	108.2983	26.3079	75.713	-999
DEL1-0-3-AAA-R570	30-03-2009	1	-999	-999	-999	-999	4.666667	5	150.8	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL1-0-3-AAA-R570	31-03-2009	1	8.222	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	01-07-2009	1	4.889	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	05-10-2009	1	21.037	0.296	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	05-11-2009	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.61	0.07387	88.525	-999	-999	-999	-999	2.68257	-999	-999	4.73077	-999	0.2223
DEL2-0-0-AAA-R570	07-05-2009	1	2.074	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	07-08-2009	1	12.296	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	08-09-2009	1	16.37	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	09-04-2009	1	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	09-12-2009	1	18.741	-999	-999	-999	20.302	8.561	614.454	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	10-10-2009	1	-999	-999	-999	-999	14.36	8.683	419.495	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	10-12-2009	1	-999	-999	-999	-999	-999	-999	-999	5.422	0.9267	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	11-06-2009	1	3.407	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	14-05-2009	1	2.667	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	14-09-2009	1	-999	-999	-999	-999	-999	-999	-999	0.845	0.3347	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	16-02-2010	1	-999	-999	-999	-999	-999	-999	-999	7.678	0.9753	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	16-04-2009	1	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	17-06-2009	1	3.63	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	19-10-2009	1	-999	-999	-999	-999	-999	-999	-999	1.61	0.5398	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	20-05-2009	1	2.889	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	21-08-2009	1	16.074	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	22-06-2009	1	-999	-999	-999	-999	4.91	4.011	105.859	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	23-04-2009	1	0.518	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	23-07-2009	1	9.185	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	23-09-2009	1	19.259	0.222	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	25-06-2009	1	4.296	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	26-02-2010	1	-999	-999	-999	-999	28.63	8.72	745.886	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	26-06-2009	1	-999	-999	-999	-999	-999	-999	-999	0.227	0.1035	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	27-01-2010	1	11.259	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	27-07-2009	1	-999	-999	-999	-999	8.164	6.476	206.027	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	28-06-2010	1	10.519	-999	-999	-999	-999	-999	-999	-999	-999	24.188059	193.975	55.74414	71.264	20.366	17.167	20.366	20.366	-999	-999	-999	79.43092	-999	11.49104
DEL2-0-0-AAA-R570	29-04-2009	1	1.482	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	29-05-2009	1	2.963	0.148	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-0-AAA-R570	31-07-2009	1	-999	-999	-999	-999	-999	-999	-999	0.392	0.1723	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	01-07-2009	1	4.222	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	05-10-2009	1	21.556	0.444	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	05-11-2009	1	-999	-999	-999	-999	-999	-999	-999	3.798	-999	-999	0.6417	0.0723	89.063	-999	-999	-999	-999	3.3341	-999	34.3417	5.9676	82.644	-999
DEL2-0-1-AAA-R570	07-05-2009	1	2.222	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	07-08-2009	1	13.778	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	08-09-2009	1	16	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	09-04-2009	1	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	09-12-2009	1	19.111	-999	-999	-999	20.57143	8.571428	597.26	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	10-10-2009	1	-999	-999	-999	-999	14.85714	8.714286	410.28	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	10-12-2009	1	-999	-999	-999	-999	-999	-999	-999	5.68	0.9353	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	11-06-2009	1	3.333	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	14-05-2009	1	2.667	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	14-09-2009	1	-999	-999	-999	-999	-999	-999	-999	1.088	0.408	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	15-09-2009	1	-999	-999	-999	14.41667	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	16-02-2010	1	-999	-999	-999	-999	-999	-999	-999	8.713	0.985	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	16-04-2009	1	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	17-06-2009	1	3.556	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	19-10-2009	1	-999	-999	-999	-999	-999	-999	-999	1.506	0.5161	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	20-05-2009	1	3.333	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	21-08-2009	1	16.444	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	22-06-2009	1	-999	-999	-999	-999	5.285714	4.142857	107.22	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	23-04-2009	1	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	23-07-2009	1	8.667	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	23-09-2009	1	18.667	0.222	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	25-06-2009	1	3.778	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	26-02-2010	1	-999	-999	-999	-999	29	8.714286	734.47	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	26-06-2009	1	-999	-999	-999	-999	-999	-999	-999	0.195	0.08983	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	27-01-2010	1	11.778	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	27-07-2009	1	-999	-999	-999	-999	8.714286	6.428571	193.57	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	28-06-2010	1	9.556	0	-999	-999	-999	-999	-999	-999	-999	22.09626	177.4893	61.73913	65.219	20.49571	17.407	20.49571	20.49571	-999	-999	237.2778	86.12197	63.704	-999
DEL2-0-1-AAA-R570	29-04-2009	1	1.333	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	29-05-2009	1	3.333	0.444	-999	8.266666	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	30-06-2009	1	-999	-999	-999	11.0625	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-1-AAA-R570	31-07-2009	1	-999	-999	-999	-999	-999	-999	-999	0.401	0.1756	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	01-07-2009	1	7.333	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	05-10-2009	1	25.111	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	05-11-2009	1	-999	-999	-999	-999	-999	-999	-999	2.056	-999	-999	0.5063	0.061	88	-999	-999	-999	-999	2.1713	-999	20.6803	3.8128	81.576	-999
DEL2-0-2-AAA-R570	07-05-2009	1	3.111	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	07-08-2009	1	16.444	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	08-09-2009	1	22.667	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	09-04-2009	1	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	09-12-2009	1	22	-999	-999	-999	20.11111	8.111111	699.3622	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	10-10-2009	1	-999	-999	-999	-999	14.44444	8.333333	468.0511	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	10-12-2009	1	-999	-999	-999	-999	-999	-999	-999	6.142	0.9482	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	11-06-2009	1	4.222	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	14-05-2009	1	4	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	14-09-2009	1	-999	-999	-999	-999	-999	-999	-999	0.81	0.3233	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	15-09-2009	1	-999	-999	-999	24.25	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	16-02-2010	1	-999	-999	-999	-999	-999	-999	-999	7.115	0.9676	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	16-04-2009	1	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	17-06-2009	1	4.667	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	19-10-2009	1	-999	-999	-999	-999	-999	-999	-999	2.021	0.6224	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	20-05-2009	1	3.556	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	21-08-2009	1	23.778	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	22-06-2009	1	-999	-999	-999	-999	5.222222	4.444445	138.0789	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	23-04-2009	1	1.556	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	23-07-2009	1	13.778	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	23-09-2009	1	24.889	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	25-06-2009	1	6	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	26-02-2010	1	-999	-999	-999	-999	28.66667	8.888889	721.42	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	26-06-2009	1	-999	-999	-999	-999	-999	-999	-999	0.192	0.08848	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	27-01-2010	1	12.889	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	27-07-2009	1	-999	-999	-999	-999	8.555555	6.888889	254.7222	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	28-06-2010	1	14.222	0.445	-999	-999	-999	-999	-999	-999	-999	33.6498	263.9215	75.67246	71.328	21.09571	18.231	21.09571	21.09571	-999	-999	340.3666	105.6447	68.962	-999
DEL2-0-2-AAA-R570	29-04-2009	1	2.667	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	29-05-2009	1	3.556	0	-999	10.92308	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	30-06-2009	1	-999	-999	-999	12.625	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-2-AAA-R570	31-07-2009	1	-999	-999	-999	-999	-999	-999	-999	0.405	0.1774	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
